Brand,Model,Year of Manufacture,Engine Capacity (cc),Mileage (km/l),Price (INR),Resale Price (INR),Seller Type,City Tier,Fuel Type,Insurance Status,State,Avg Daily Distance (km),Bike Age,Depreciation Rate (%)
Suzuki,Burgman,2013,277,49.1,40214,32440,Dealer,Tier 1,Petrol,Insured,Karnataka,54,12,19.33
Suzuki,Gixxer,2021,245,45.9,54716,37753,Individual,Tier 2,Electric,Not Insured,Karnataka,42,4,31.0
Suzuki,Gixxer,2019,182,79.4,120998,53702,Individual,Tier 2,Electric,Insured,Delhi,56,6,55.62
Honda,Unicorn,2020,305,41.6,137907,134200,Dealer,Tier 2,Electric,Insured,Uttar Pradesh,50,5,2.69
Bajaj,Avenger,2007,261,31.0,97298,76489,Dealer,Tier 1,Petrol,Not Insured,Delhi,40,18,21.39
Hero,Splendor,2023,341,73.2,115275,32312,Individual,Tier 3,Diesel,Not Insured,Uttar Pradesh,45,2,71.97
Suzuki,Access,2019,106,60.0,90249,59645,Individual,Tier 1,Petrol,Insured,Tamil Nadu,51,6,33.91
Hero,HF Deluxe,2012,119,59.8,37094,34039,Dealer,Tier 2,Electric,Insured,Tamil Nadu,46,13,8.24
Bajaj,Pulsar,2022,350,60.0,67674,38161,Individual,Tier 1,Electric,Not Insured,Tamil Nadu,57,3,43.61
Honda,Shine,2008,261,47.2,91157,33547,Individual,Tier 1,Electric,Not Insured,Delhi,47,17,63.2
Bajaj,Pulsar,2005,216,48.3,49686,30172,Dealer,Tier 1,Electric,Not Insured,Gujarat,38,20,39.27
Suzuki,Burgman,2005,81,39.1,140975,93631,Individual,Tier 3,Electric,Not Insured,Uttar Pradesh,20,20,33.58
Hero,Splendor,2011,137,53.7,93081,88643,Individual,Tier 2,Electric,Not Insured,Maharashtra,59,14,4.77
Hero,Splendor,2007,118,58.3,39880,25918,Dealer,Tier 3,Electric,Not Insured,Tamil Nadu,37,18,35.01
Yamaha,R15,2006,236,65.6,120440,41215,Individual,Tier 3,Diesel,Not Insured,Tamil Nadu,34,19,65.78
Hero,Passion,2009,319,52.0,112249,84330,Dealer,Tier 3,Petrol,Not Insured,Karnataka,59,16,24.87
Bajaj,Pulsar,2009,191,58.9,127704,26158,Individual,Tier 3,Diesel,Insured,Rajasthan,11,16,79.52
Bajaj,CT 100,2022,215,52.4,76090,55823,Individual,Tier 3,Electric,Not Insured,Karnataka,35,3,26.64
Yamaha,FZ,2018,120,35.0,83489,82909,Dealer,Tier 3,Diesel,Insured,Gujarat,27,7,0.69
Hero,Passion,2018,128,32.6,30710,25349,Dealer,Tier 1,Electric,Not Insured,Maharashtra,34,7,17.46
Honda,Livo,2022,333,45.6,94856,85341,Dealer,Tier 2,Electric,Not Insured,Delhi,54,3,10.03
Hero,Passion,2009,103,73.1,124142,27423,Dealer,Tier 1,Diesel,Not Insured,Tamil Nadu,30,16,77.91
Suzuki,Gixxer,2013,216,42.0,91427,53006,Individual,Tier 3,Diesel,Insured,Uttar Pradesh,37,12,42.02
Bajaj,CT 100,2007,114,47.5,57599,46945,Dealer,Tier 3,Petrol,Not Insured,Maharashtra,46,18,18.5
Bajaj,Avenger,2009,318,67.0,37391,36365,Individual,Tier 3,Petrol,Insured,Karnataka,15,16,2.74
Hero,Passion,2008,277,69.9,124436,104281,Individual,Tier 1,Diesel,Insured,Maharashtra,60,17,16.2
Yamaha,SZ,2017,110,74.9,47955,37534,Individual,Tier 1,Petrol,Not Insured,Tamil Nadu,12,8,21.73
Hero,Splendor,2005,324,44.0,56263,51138,Dealer,Tier 2,Diesel,Not Insured,Karnataka,55,20,9.11
Bajaj,Avenger,2017,190,49.3,79257,51731,Dealer,Tier 1,Electric,Not Insured,Maharashtra,26,8,34.73
Honda,Livo,2016,327,52.1,89865,86633,Dealer,Tier 1,Diesel,Not Insured,Rajasthan,24,9,3.6
Suzuki,Access,2021,322,36.5,39947,39754,Dealer,Tier 2,Diesel,Not Insured,Maharashtra,25,4,0.48
Yamaha,R15,2012,289,44.1,33056,27556,Individual,Tier 2,Electric,Insured,Uttar Pradesh,48,13,16.64
Hero,Passion,2005,210,52.7,78632,21268,Dealer,Tier 1,Diesel,Insured,Rajasthan,13,20,72.95
Suzuki,Access,2005,329,64.7,42403,41695,Dealer,Tier 3,Petrol,Insured,Tamil Nadu,29,20,1.67
Hero,Splendor,2021,261,54.1,117404,49282,Individual,Tier 1,Electric,Insured,Delhi,21,4,58.02
Hero,Splendor,2014,157,76.1,63984,57656,Individual,Tier 3,Petrol,Insured,Karnataka,17,11,9.89
Suzuki,Access,2011,80,33.4,40341,38568,Dealer,Tier 1,Electric,Insured,Delhi,13,14,4.4
Hero,Splendor,2011,110,36.5,36363,34327,Individual,Tier 1,Electric,Not Insured,Maharashtra,50,14,5.6
Honda,Livo,2017,330,75.0,115701,34900,Individual,Tier 2,Diesel,Insured,Karnataka,60,8,69.84
Yamaha,SZ,2013,120,57.7,130824,35167,Dealer,Tier 2,Petrol,Not Insured,Uttar Pradesh,17,12,73.12
Yamaha,FZ,2015,112,50.8,100287,20046,Individual,Tier 2,Diesel,Not Insured,Tamil Nadu,43,10,80.01
Hero,HF Deluxe,2016,114,59.2,89084,77757,Individual,Tier 1,Petrol,Insured,Gujarat,14,9,12.71
Suzuki,Gixxer,2019,84,62.1,107851,90747,Individual,Tier 2,Petrol,Insured,Uttar Pradesh,11,6,15.86
Suzuki,Burgman,2012,288,64.3,119853,33180,Individual,Tier 2,Petrol,Not Insured,Gujarat,29,13,72.32
Suzuki,Burgman,2017,102,66.5,147756,115976,Dealer,Tier 2,Electric,Not Insured,Gujarat,31,8,21.51
Hero,Splendor,2018,310,67.0,63273,22292,Individual,Tier 1,Petrol,Not Insured,Delhi,32,7,64.77
Hero,HF Deluxe,2006,173,45.0,85356,71017,Individual,Tier 3,Diesel,Insured,Gujarat,40,19,16.8
Hero,Splendor,2005,221,32.4,82284,51214,Individual,Tier 3,Diesel,Not Insured,Rajasthan,19,20,37.76
Suzuki,Gixxer,2013,99,64.3,32090,25112,Individual,Tier 1,Diesel,Insured,Delhi,15,12,21.75
Hero,HF Deluxe,2013,111,71.0,71316,22029,Individual,Tier 1,Electric,Insured,Tamil Nadu,28,12,69.11
Suzuki,Access,2016,135,78.7,39730,20357,Dealer,Tier 1,Petrol,Not Insured,Delhi,11,9,48.76
Hero,HF Deluxe,2019,261,47.0,74848,55533,Individual,Tier 2,Petrol,Insured,Uttar Pradesh,20,6,25.81
Bajaj,Pulsar,2016,166,47.3,70741,39190,Individual,Tier 1,Electric,Not Insured,Tamil Nadu,20,9,44.6
Hero,Passion,2013,188,36.0,127861,49054,Dealer,Tier 2,Petrol,Not Insured,Gujarat,37,12,61.63
Bajaj,CT 100,2007,339,38.2,100634,59495,Dealer,Tier 3,Electric,Not Insured,Rajasthan,24,18,40.88
Suzuki,Burgman,2016,121,36.1,50842,36951,Dealer,Tier 2,Petrol,Insured,Tamil Nadu,54,9,27.32
Hero,Splendor,2021,172,37.9,122036,94871,Dealer,Tier 2,Electric,Insured,Karnataka,10,4,22.26
Hero,HF Deluxe,2014,85,74.5,120898,30692,Dealer,Tier 1,Electric,Insured,Maharashtra,22,11,74.61
Yamaha,FZ,2019,276,34.5,63073,58633,Individual,Tier 3,Petrol,Not Insured,Delhi,34,6,7.04
Yamaha,R15,2013,334,50.1,139085,98700,Dealer,Tier 3,Petrol,Not Insured,Delhi,51,12,29.04
Honda,Livo,2022,100,69.4,77344,52844,Dealer,Tier 3,Diesel,Not Insured,Delhi,28,3,31.68
Yamaha,R15,2015,282,49.7,69734,27848,Individual,Tier 1,Petrol,Not Insured,Delhi,44,10,60.07
Suzuki,Burgman,2022,272,69.2,57492,36362,Dealer,Tier 2,Petrol,Insured,Gujarat,25,3,36.75
Yamaha,SZ,2008,281,76.9,49986,43051,Dealer,Tier 2,Petrol,Not Insured,Rajasthan,58,17,13.87
Yamaha,SZ,2018,248,37.3,147536,33558,Dealer,Tier 3,Electric,Insured,Karnataka,60,7,77.25
Bajaj,Avenger,2019,340,55.2,130257,47676,Individual,Tier 3,Diesel,Insured,Rajasthan,43,6,63.4
Suzuki,Access,2023,250,43.5,92620,49793,Dealer,Tier 3,Electric,Not Insured,Delhi,13,2,46.24
Honda,Unicorn,2022,309,40.5,73123,52643,Dealer,Tier 2,Diesel,Not Insured,Maharashtra,26,3,28.01
Suzuki,Access,2011,266,61.1,135925,77384,Individual,Tier 3,Electric,Not Insured,Gujarat,27,14,43.07
Bajaj,Pulsar,2014,126,46.1,45647,35355,Individual,Tier 2,Electric,Not Insured,Karnataka,33,11,22.55
Honda,Livo,2014,202,49.3,97448,39712,Individual,Tier 1,Diesel,Not Insured,Rajasthan,43,11,59.25
Hero,Splendor,2018,122,43.3,105920,40331,Individual,Tier 2,Diesel,Not Insured,Uttar Pradesh,57,7,61.92
Yamaha,SZ,2006,183,38.5,122738,109567,Dealer,Tier 1,Electric,Not Insured,Maharashtra,58,19,10.73
Honda,Shine,2023,132,58.7,138438,76538,Dealer,Tier 1,Diesel,Insured,Karnataka,12,2,44.71
Bajaj,Avenger,2020,315,41.8,146420,46582,Dealer,Tier 2,Electric,Insured,Tamil Nadu,50,5,68.19
Suzuki,Burgman,2014,316,63.1,136757,110758,Dealer,Tier 1,Petrol,Not Insured,Delhi,16,11,19.01
Yamaha,SZ,2008,261,34.4,86771,74558,Dealer,Tier 3,Electric,Insured,Rajasthan,33,17,14.07
Yamaha,SZ,2009,100,31.0,89470,76914,Dealer,Tier 2,Petrol,Not Insured,Uttar Pradesh,38,16,14.03
Yamaha,FZ,2015,107,72.4,108638,57735,Dealer,Tier 1,Electric,Not Insured,Rajasthan,41,10,46.86
Yamaha,FZ,2020,122,32.6,131051,81056,Dealer,Tier 1,Electric,Not Insured,Gujarat,43,5,38.15
Suzuki,Gixxer,2008,102,39.3,143616,90640,Individual,Tier 3,Diesel,Insured,Uttar Pradesh,56,17,36.89
Honda,Shine,2019,313,34.4,118822,104825,Dealer,Tier 3,Electric,Not Insured,Gujarat,13,6,11.78
Hero,Passion,2005,196,72.9,58863,52324,Individual,Tier 1,Electric,Not Insured,Gujarat,60,20,11.11
Suzuki,Access,2019,129,54.3,123070,112784,Individual,Tier 2,Diesel,Insured,Delhi,51,6,8.36
Honda,Livo,2013,195,67.7,43294,32115,Individual,Tier 2,Petrol,Insured,Tamil Nadu,28,12,25.82
Suzuki,Gixxer,2006,184,47.5,76265,28894,Dealer,Tier 3,Electric,Not Insured,Gujarat,28,19,62.11
Hero,HF Deluxe,2023,308,53.1,92216,70782,Dealer,Tier 2,Electric,Not Insured,Tamil Nadu,43,2,23.24
Bajaj,Pulsar,2023,321,78.0,75262,57861,Individual,Tier 1,Electric,Not Insured,Delhi,59,2,23.12
Hero,Splendor,2014,168,62.7,147040,54363,Dealer,Tier 2,Electric,Not Insured,Karnataka,26,11,63.03
Suzuki,Gixxer,2018,257,35.1,132558,68945,Dealer,Tier 2,Petrol,Insured,Karnataka,20,7,47.99
Honda,Livo,2018,320,31.0,44166,29621,Dealer,Tier 3,Diesel,Insured,Delhi,32,7,32.93
Yamaha,R15,2005,248,50.8,84316,51059,Individual,Tier 1,Petrol,Insured,Gujarat,53,20,39.44
Honda,Livo,2010,177,33.9,116297,75718,Individual,Tier 1,Diesel,Insured,Tamil Nadu,56,15,34.89
Honda,Livo,2017,90,52.4,124957,21403,Dealer,Tier 1,Petrol,Not Insured,Rajasthan,12,8,82.87
Hero,HF Deluxe,2007,324,64.5,91149,84442,Dealer,Tier 1,Diesel,Insured,Tamil Nadu,38,18,7.36
Bajaj,CT 100,2014,108,36.6,104587,77507,Dealer,Tier 3,Petrol,Not Insured,Gujarat,31,11,25.89
Suzuki,Gixxer,2016,127,47.3,135885,41034,Dealer,Tier 1,Diesel,Not Insured,Rajasthan,48,9,69.8
Honda,Livo,2013,302,53.0,40899,21403,Individual,Tier 2,Petrol,Insured,Uttar Pradesh,11,12,47.67
Hero,Splendor,2007,299,70.3,41267,29762,Dealer,Tier 1,Electric,Insured,Uttar Pradesh,43,18,27.88
Yamaha,R15,2023,212,64.7,143349,69467,Dealer,Tier 3,Electric,Insured,Uttar Pradesh,12,2,51.54
Bajaj,CT 100,2016,157,44.5,98848,72033,Individual,Tier 3,Diesel,Not Insured,Gujarat,13,9,27.13
Suzuki,Access,2005,297,63.1,47699,26127,Dealer,Tier 2,Electric,Insured,Tamil Nadu,47,20,45.23
Hero,Splendor,2008,331,47.0,114063,28466,Individual,Tier 1,Electric,Insured,Karnataka,21,17,75.04
Honda,Shine,2014,238,60.8,43204,39739,Individual,Tier 1,Diesel,Not Insured,Karnataka,56,11,8.02
Suzuki,Access,2018,109,78.3,66611,27502,Individual,Tier 2,Petrol,Not Insured,Delhi,49,7,58.71
Yamaha,R15,2019,110,36.2,64631,48817,Dealer,Tier 1,Diesel,Not Insured,Gujarat,21,6,24.47
Bajaj,CT 100,2019,301,39.1,78541,64593,Individual,Tier 2,Petrol,Insured,Maharashtra,56,6,17.76
Honda,Livo,2016,310,36.8,93408,92183,Dealer,Tier 1,Electric,Not Insured,Uttar Pradesh,36,9,1.31
Hero,HF Deluxe,2010,223,54.8,80237,49894,Dealer,Tier 3,Diesel,Not Insured,Gujarat,34,15,37.82
Honda,Livo,2010,287,56.6,131658,85597,Dealer,Tier 3,Petrol,Not Insured,Delhi,11,15,34.99
Bajaj,Pulsar,2007,319,65.8,94638,61566,Dealer,Tier 1,Petrol,Not Insured,Uttar Pradesh,53,18,34.95
Bajaj,Avenger,2021,122,55.5,68395,32619,Dealer,Tier 2,Petrol,Not Insured,Maharashtra,46,4,52.31
Honda,Unicorn,2020,147,47.2,52380,39708,Individual,Tier 3,Petrol,Insured,Uttar Pradesh,14,5,24.19
Bajaj,Avenger,2018,228,58.5,111761,94306,Dealer,Tier 2,Petrol,Insured,Gujarat,41,7,15.62
Bajaj,Avenger,2006,96,53.3,117202,82316,Dealer,Tier 2,Diesel,Not Insured,Karnataka,31,19,29.77
Bajaj,Avenger,2019,238,65.6,80048,28441,Individual,Tier 2,Diesel,Insured,Rajasthan,43,6,64.47
Bajaj,CT 100,2008,81,44.0,147727,37839,Dealer,Tier 3,Electric,Insured,Gujarat,31,17,74.39
Yamaha,SZ,2018,263,35.0,73715,24156,Dealer,Tier 1,Diesel,Insured,Uttar Pradesh,49,7,67.23
Yamaha,FZ,2010,193,35.7,31061,30865,Dealer,Tier 1,Petrol,Not Insured,Uttar Pradesh,15,15,0.63
Bajaj,CT 100,2006,286,48.8,33714,32080,Individual,Tier 1,Electric,Insured,Gujarat,18,19,4.85
Hero,HF Deluxe,2008,212,65.9,74063,59780,Dealer,Tier 1,Petrol,Not Insured,Karnataka,60,17,19.28
Yamaha,FZ,2023,207,52.1,73459,65672,Individual,Tier 1,Diesel,Not Insured,Maharashtra,20,2,10.6
Suzuki,Gixxer,2006,313,68.4,30086,25532,Individual,Tier 2,Petrol,Insured,Maharashtra,60,19,15.14
Bajaj,Pulsar,2010,117,70.4,77268,71172,Dealer,Tier 1,Electric,Not Insured,Delhi,41,15,7.89
Hero,Splendor,2019,202,53.1,91108,43654,Individual,Tier 2,Diesel,Not Insured,Maharashtra,15,6,52.09
Yamaha,SZ,2019,260,70.7,139224,112568,Individual,Tier 1,Petrol,Insured,Rajasthan,36,6,19.15
Bajaj,Avenger,2022,237,69.5,96782,91619,Dealer,Tier 3,Diesel,Insured,Uttar Pradesh,59,3,5.33
Bajaj,CT 100,2021,255,52.5,55660,35502,Dealer,Tier 1,Diesel,Insured,Maharashtra,19,4,36.22
Hero,HF Deluxe,2018,300,59.9,102153,24359,Dealer,Tier 2,Electric,Insured,Delhi,49,7,76.15
Yamaha,FZ,2022,191,50.8,35233,26134,Dealer,Tier 1,Diesel,Insured,Uttar Pradesh,48,3,25.83
Hero,HF Deluxe,2012,276,71.6,85897,85545,Individual,Tier 2,Petrol,Insured,Maharashtra,46,13,0.41
Suzuki,Access,2010,321,70.0,38389,30649,Individual,Tier 3,Electric,Not Insured,Tamil Nadu,20,15,20.16
Hero,HF Deluxe,2017,131,36.0,126901,54619,Individual,Tier 3,Petrol,Insured,Maharashtra,39,8,56.96
Bajaj,Avenger,2021,221,71.6,41613,35419,Individual,Tier 3,Petrol,Not Insured,Uttar Pradesh,31,4,14.88
Hero,Passion,2013,138,68.7,44356,33446,Individual,Tier 1,Diesel,Insured,Uttar Pradesh,21,12,24.6
Bajaj,CT 100,2007,238,70.0,132049,45445,Dealer,Tier 2,Diesel,Insured,Tamil Nadu,40,18,65.58
Hero,HF Deluxe,2022,134,55.7,56730,31098,Dealer,Tier 1,Electric,Not Insured,Maharashtra,42,3,45.18
Suzuki,Burgman,2015,316,62.6,107635,48073,Individual,Tier 1,Electric,Insured,Maharashtra,45,10,55.34
Bajaj,Avenger,2019,108,33.0,127692,88063,Individual,Tier 2,Petrol,Insured,Gujarat,19,6,31.03
Yamaha,R15,2010,314,69.3,82595,59831,Individual,Tier 1,Electric,Insured,Maharashtra,49,15,27.56
Bajaj,CT 100,2019,106,46.1,74114,57654,Dealer,Tier 1,Petrol,Not Insured,Rajasthan,45,6,22.21
Yamaha,SZ,2016,122,32.4,52086,45618,Individual,Tier 2,Diesel,Insured,Maharashtra,43,9,12.42
Bajaj,CT 100,2013,224,70.5,97924,29593,Individual,Tier 3,Petrol,Not Insured,Tamil Nadu,51,12,69.78
Yamaha,FZ,2012,128,73.7,66360,58957,Individual,Tier 1,Diesel,Not Insured,Rajasthan,40,13,11.16
Suzuki,Burgman,2013,145,56.8,97037,65686,Dealer,Tier 1,Electric,Not Insured,Rajasthan,55,12,32.31
Bajaj,CT 100,2023,260,34.3,82226,44666,Dealer,Tier 3,Diesel,Insured,Uttar Pradesh,25,2,45.68
Honda,Livo,2018,276,49.7,88334,80938,Dealer,Tier 2,Diesel,Not Insured,Gujarat,56,7,8.37
Suzuki,Gixxer,2015,243,73.2,46692,28492,Individual,Tier 2,Diesel,Insured,Delhi,11,10,38.98
Hero,Splendor,2016,91,45.7,146845,122967,Individual,Tier 2,Diesel,Not Insured,Karnataka,56,9,16.26
Suzuki,Access,2012,293,41.6,113790,77814,Individual,Tier 1,Petrol,Insured,Delhi,19,13,31.62
Suzuki,Gixxer,2006,113,50.4,117545,56243,Dealer,Tier 2,Petrol,Not Insured,Tamil Nadu,57,19,52.15
Yamaha,R15,2014,159,71.5,97222,73236,Dealer,Tier 3,Diesel,Insured,Tamil Nadu,28,11,24.67
Suzuki,Gixxer,2019,282,56.3,65646,40261,Individual,Tier 2,Petrol,Insured,Karnataka,59,6,38.67
Honda,Unicorn,2021,268,67.1,122036,27214,Individual,Tier 1,Electric,Not Insured,Gujarat,55,4,77.7
Suzuki,Gixxer,2005,294,55.9,104219,67522,Dealer,Tier 3,Electric,Not Insured,Delhi,14,20,35.21
Hero,Splendor,2010,227,75.1,79236,69234,Dealer,Tier 2,Diesel,Not Insured,Gujarat,20,15,12.62
Yamaha,FZ,2006,126,75.3,87134,81988,Dealer,Tier 2,Diesel,Insured,Tamil Nadu,48,19,5.91
Honda,Shine,2021,145,61.5,81547,66252,Dealer,Tier 3,Diesel,Insured,Uttar Pradesh,38,4,18.76
Hero,Passion,2015,282,68.7,76064,46321,Individual,Tier 3,Petrol,Not Insured,Delhi,30,10,39.1
Yamaha,R15,2020,135,61.8,99720,76925,Dealer,Tier 1,Electric,Insured,Maharashtra,17,5,22.86
Hero,HF Deluxe,2023,348,33.8,149048,148189,Individual,Tier 2,Diesel,Not Insured,Tamil Nadu,43,2,0.58
Bajaj,Avenger,2015,335,42.2,39563,25881,Dealer,Tier 1,Electric,Insured,Maharashtra,42,10,34.58
Yamaha,R15,2010,146,77.0,65946,27907,Dealer,Tier 1,Diesel,Insured,Delhi,35,15,57.68
Yamaha,FZ,2015,154,31.8,119928,61182,Dealer,Tier 1,Petrol,Insured,Maharashtra,22,10,48.98
Yamaha,SZ,2020,287,55.1,143212,36822,Individual,Tier 1,Petrol,Not Insured,Maharashtra,42,5,74.29
Honda,Livo,2007,84,76.8,78131,40050,Dealer,Tier 2,Diesel,Insured,Uttar Pradesh,33,18,48.74
Honda,Livo,2015,180,50.1,84735,51403,Individual,Tier 2,Electric,Insured,Uttar Pradesh,57,10,39.34
Hero,HF Deluxe,2022,165,77.9,38958,36046,Dealer,Tier 2,Petrol,Not Insured,Gujarat,42,3,7.47
Hero,Splendor,2021,118,77.6,101878,81405,Individual,Tier 2,Petrol,Insured,Maharashtra,16,4,20.1
Hero,Passion,2015,341,47.3,40661,29020,Dealer,Tier 2,Petrol,Not Insured,Maharashtra,31,10,28.63
Bajaj,Pulsar,2023,343,52.0,137404,25501,Dealer,Tier 3,Electric,Not Insured,Gujarat,43,2,81.44
Hero,Splendor,2021,268,64.0,41960,36176,Dealer,Tier 2,Electric,Not Insured,Gujarat,41,4,13.78
Honda,Livo,2014,129,47.6,130163,113378,Dealer,Tier 3,Diesel,Not Insured,Tamil Nadu,10,11,12.9
Honda,Unicorn,2008,255,64.2,44236,43387,Dealer,Tier 1,Diesel,Insured,Tamil Nadu,12,17,1.92
Suzuki,Access,2010,115,65.4,76883,62880,Dealer,Tier 2,Diesel,Not Insured,Maharashtra,21,15,18.21
Bajaj,CT 100,2023,256,35.9,54746,48792,Individual,Tier 1,Petrol,Not Insured,Uttar Pradesh,22,2,10.88
Suzuki,Access,2005,255,58.4,76733,56678,Dealer,Tier 3,Electric,Not Insured,Delhi,43,20,26.14
Yamaha,SZ,2017,333,60.9,137894,82883,Individual,Tier 3,Diesel,Not Insured,Rajasthan,39,8,39.89
Hero,HF Deluxe,2021,159,54.1,132625,56415,Individual,Tier 1,Petrol,Not Insured,Gujarat,25,4,57.46
Hero,Splendor,2014,120,73.5,33412,28036,Individual,Tier 3,Diesel,Not Insured,Gujarat,43,11,16.09
Honda,Shine,2017,113,34.5,55593,37026,Dealer,Tier 3,Petrol,Not Insured,Karnataka,10,8,33.4
Honda,Unicorn,2010,309,31.4,102378,80955,Dealer,Tier 3,Diesel,Not Insured,Karnataka,20,15,20.93
Bajaj,Avenger,2010,167,54.8,93386,77360,Dealer,Tier 2,Electric,Insured,Tamil Nadu,43,15,17.16
Suzuki,Access,2021,242,59.5,41303,38368,Dealer,Tier 2,Petrol,Not Insured,Karnataka,44,4,7.11
Bajaj,CT 100,2015,209,42.3,149200,23485,Dealer,Tier 1,Petrol,Not Insured,Maharashtra,15,10,84.26
Yamaha,SZ,2018,307,63.9,93283,74320,Dealer,Tier 1,Diesel,Insured,Uttar Pradesh,21,7,20.33
Honda,Livo,2015,268,72.4,107504,51548,Dealer,Tier 2,Diesel,Insured,Maharashtra,22,10,52.05
Honda,Livo,2012,293,41.5,109045,71461,Individual,Tier 1,Electric,Insured,Rajasthan,54,13,34.47
Bajaj,Pulsar,2006,250,45.1,135138,128231,Dealer,Tier 3,Diesel,Insured,Gujarat,34,19,5.11
Honda,Shine,2017,337,30.2,106126,105884,Individual,Tier 3,Electric,Insured,Delhi,36,8,0.23
Bajaj,Avenger,2021,257,54.5,107726,23591,Dealer,Tier 1,Electric,Insured,Uttar Pradesh,13,4,78.1
Honda,Livo,2014,265,44.3,118941,59773,Dealer,Tier 3,Petrol,Insured,Uttar Pradesh,16,11,49.75
Hero,Passion,2020,191,52.5,69057,33276,Individual,Tier 3,Petrol,Not Insured,Delhi,20,5,51.81
Hero,Splendor,2022,97,59.6,54509,21632,Dealer,Tier 3,Petrol,Not Insured,Delhi,17,3,60.31
Bajaj,Avenger,2011,189,79.3,137250,69455,Dealer,Tier 3,Diesel,Insured,Maharashtra,58,14,49.4
Honda,Unicorn,2015,197,44.7,56060,43883,Individual,Tier 1,Petrol,Insured,Gujarat,23,10,21.72
Hero,Splendor,2010,265,53.5,50701,22389,Individual,Tier 3,Diesel,Not Insured,Karnataka,17,15,55.84
Bajaj,CT 100,2021,242,68.5,60267,53489,Dealer,Tier 3,Electric,Insured,Rajasthan,23,4,11.25
Honda,Shine,2013,195,64.0,124464,51715,Individual,Tier 2,Electric,Not Insured,Gujarat,47,12,58.45
Honda,Livo,2008,90,73.1,133268,107004,Individual,Tier 1,Petrol,Not Insured,Tamil Nadu,34,17,19.71
Honda,Unicorn,2007,309,38.9,98913,24926,Dealer,Tier 3,Electric,Not Insured,Maharashtra,15,18,74.8
Suzuki,Access,2017,188,45.0,48698,43949,Individual,Tier 2,Diesel,Insured,Tamil Nadu,17,8,9.75
Honda,Shine,2023,260,49.7,32607,28716,Individual,Tier 1,Diesel,Insured,Gujarat,17,2,11.93
Yamaha,R15,2018,348,67.7,130147,96457,Dealer,Tier 1,Petrol,Not Insured,Maharashtra,55,7,25.89
Yamaha,R15,2019,112,63.8,97755,25920,Individual,Tier 2,Diesel,Not Insured,Maharashtra,19,6,73.48
Bajaj,Avenger,2018,223,50.6,102296,73368,Dealer,Tier 2,Electric,Not Insured,Gujarat,52,7,28.28
Honda,Livo,2008,342,71.9,114842,64089,Dealer,Tier 3,Electric,Insured,Maharashtra,17,17,44.19
Yamaha,SZ,2016,89,45.0,99266,41640,Dealer,Tier 2,Petrol,Not Insured,Uttar Pradesh,59,9,58.05
Hero,Splendor,2017,111,48.2,106448,22812,Dealer,Tier 3,Petrol,Not Insured,Tamil Nadu,26,8,78.57
Bajaj,CT 100,2023,316,54.9,68877,41323,Individual,Tier 2,Diesel,Insured,Tamil Nadu,34,2,40.0
Hero,Splendor,2016,161,52.6,78619,28194,Dealer,Tier 1,Diesel,Insured,Karnataka,24,9,64.14
Hero,Splendor,2018,96,40.6,122558,36873,Individual,Tier 3,Diesel,Not Insured,Tamil Nadu,35,7,69.91
Suzuki,Gixxer,2020,281,30.7,76243,48428,Dealer,Tier 1,Petrol,Not Insured,Rajasthan,41,5,36.48
Bajaj,CT 100,2008,199,59.3,101943,90584,Dealer,Tier 2,Petrol,Not Insured,Maharashtra,41,17,11.14
Honda,Unicorn,2012,340,67.9,100810,63829,Individual,Tier 2,Electric,Insured,Gujarat,21,13,36.68
Yamaha,FZ,2022,123,56.1,48959,46837,Dealer,Tier 3,Petrol,Insured,Rajasthan,53,3,4.33
Honda,Shine,2019,286,34.2,88513,42291,Individual,Tier 2,Petrol,Insured,Karnataka,39,6,52.22
Yamaha,SZ,2023,158,58.7,78424,39932,Individual,Tier 2,Electric,Not Insured,Gujarat,41,2,49.08
Yamaha,SZ,2022,250,46.8,91278,73145,Dealer,Tier 1,Petrol,Not Insured,Karnataka,34,3,19.87
Yamaha,SZ,2011,86,45.9,118028,50614,Individual,Tier 1,Petrol,Insured,Tamil Nadu,59,14,57.12
Suzuki,Access,2007,95,31.7,103260,24793,Individual,Tier 1,Petrol,Not Insured,Karnataka,21,18,75.99
Bajaj,CT 100,2005,289,53.7,61232,25784,Individual,Tier 3,Diesel,Not Insured,Karnataka,48,20,57.89
Honda,Shine,2022,239,34.0,31118,27047,Dealer,Tier 3,Petrol,Insured,Delhi,40,3,13.08
Honda,Unicorn,2012,112,52.0,99309,66624,Dealer,Tier 3,Petrol,Not Insured,Gujarat,41,13,32.91
Honda,Livo,2017,219,75.3,145058,111207,Individual,Tier 2,Diesel,Not Insured,Rajasthan,55,8,23.34
Yamaha,FZ,2010,104,53.8,114941,71615,Individual,Tier 1,Diesel,Not Insured,Karnataka,26,15,37.69
Suzuki,Access,2019,143,39.2,141388,68107,Dealer,Tier 1,Petrol,Not Insured,Delhi,42,6,51.83
Suzuki,Access,2008,250,40.5,103738,47752,Dealer,Tier 3,Diesel,Not Insured,Karnataka,10,17,53.97
Honda,Shine,2009,178,62.2,104729,101441,Individual,Tier 1,Petrol,Insured,Delhi,24,16,3.14
Honda,Unicorn,2013,217,33.7,42297,38448,Dealer,Tier 2,Electric,Insured,Tamil Nadu,17,12,9.1
